state,city,locality,property_type,bhk,area_sqft,bathrooms,floor,total_floors,age_years,furnished,parking,balcony,price_inr
Assam,Guwahati,Guwahati Central,Independent House,2,2150,2,7,7,7,Unfurnished,2,2,28846639
Assam,Guwahati,Guwahati Central,Apartment,4,1860,3,12,12,12,Furnished,2,1,30859324
Assam,Guwahati,Guwahati Central,Apartment,5,680,5,3,15,9,Furnished,2,3,9019546
Assam,Guwahati,Guwahati Central,Apartment,3,1950,4,6,6,10,Unfurnished,1,3,26890161
Assam,Guwahati,Guwahati Central,Apartment,1,2230,2,1,9,9,Semi-Furnished,0,2,34565625
Assam,Guwahati,Guwahati Central,Apartment,1,2900,2,2,3,21,Semi-Furnished,0,3,39046069
Assam,Guwahati,Guwahati Central,Apartment,4,2990,3,2,2,21,Unfurnished,0,0,40217351
Assam,Guwahati,Guwahati Central,Apartment,1,3170,1,11,12,2,Furnished,0,3,44954560
Assam,Guwahati,Guwahati Central,Apartment,3,2880,3,6,9,7,Semi-Furnished,2,1,35607515
Assam,Guwahati,Guwahati Central,Apartment,1,990,2,12,12,10,Unfurnished,2,3,11476076
Assam,Guwahati,Guwahati Central,Apartment,5,2360,5,3,7,16,Semi-Furnished,2,0,32725706
Assam,Guwahati,Guwahati Central,Apartment,4,2960,3,5,12,2,Unfurnished,0,2,58243043
Assam,Guwahati,Guwahati Central,Independent House,1,2200,1,8,14,24,Semi-Furnished,1,0,25235363
Assam,Dibrugarh,Dibrugarh Central,Apartment,1,1630,1,13,15,11,Semi-Furnished,2,0,21213115
Assam,Dibrugarh,Dibrugarh Central,Apartment,3,1990,4,1,13,0,Semi-Furnished,2,3,24881739
Assam,Dibrugarh,Dibrugarh Central,Independent House,5,1950,5,6,11,16,Unfurnished,2,1,25959329
Assam,Dibrugarh,Dibrugarh Central,Villa,2,1850,2,9,9,14,Semi-Furnished,1,0,21536727
Assam,Dibrugarh,Dibrugarh Central,Independent House,3,550,3,11,11,16,Semi-Furnished,0,2,7667812
Assam,Dibrugarh,Dibrugarh Central,Independent House,1,3040,1,6,13,25,Semi-Furnished,0,1,39615817
Assam,Dibrugarh,Dibrugarh Central,Apartment,1,1160,2,7,17,6,Semi-Furnished,1,3,12166487
Assam,Dibrugarh,Dibrugarh Central,Apartment,4,1310,3,12,20,9,Semi-Furnished,0,3,20733958
Assam,Dibrugarh,Dibrugarh Central,Villa,2,2240,3,6,11,18,Unfurnished,2,3,34751924
Assam,Dibrugarh,Dibrugarh Central,Villa,5,1710,5,9,16,6,Furnished,2,1,24052413
Assam,Dibrugarh,Dibrugarh Central,Apartment,4,2000,4,6,9,2,Semi-Furnished,2,2,27245708
Assam,Dibrugarh,Dibrugarh Central,Apartment,3,1420,2,15,15,13,Furnished,0,0,20426555
Assam,Dibrugarh,Dibrugarh Central,Apartment,5,2010,4,4,14,4,Unfurnished,2,1,33958135
Assam,Dibrugarh,Dibrugarh Central,Apartment,1,690,1,1,4,24,Furnished,1,2,9626346
Assam,Dibrugarh,Dibrugarh Central,Independent House,4,1720,3,2,2,9,Furnished,1,0,27823853
Assam,Dibrugarh,Dibrugarh Central,Apartment,2,2000,1,2,15,17,Semi-Furnished,0,2,23897711
Assam,Dibrugarh,Dibrugarh Central,Apartment,5,1850,4,11,11,14,Semi-Furnished,2,0,32883412
Assam,Dibrugarh,Dibrugarh Central,Apartment,3,2430,2,3,13,9,Semi-Furnished,1,3,28651063
Assam,Silchar,Silchar Central,Apartment,2,2430,1,11,11,1,Semi-Furnished,0,0,30786023
Assam,Silchar,Silchar Central,Apartment,3,1750,3,9,19,4,Furnished,1,0,26150054
Assam,Silchar,Silchar Central,Villa,3,590,4,13,16,7,Unfurnished,2,3,9001843
Assam,Silchar,Silchar Central,Apartment,2,3120,2,0,13,4,Furnished,2,2,38961978
Assam,Silchar,Silchar Central,Independent House,4,2060,3,11,15,13,Unfurnished,0,3,32699683
Assam,Silchar,Silchar Central,Villa,4,1900,3,0,8,14,Semi-Furnished,2,0,22069555
Assam,Silchar,Silchar Central,Independent House,4,1770,5,15,18,15,Unfurnished,1,1,21156832
Assam,Silchar,Silchar Central,Villa,4,1190,4,1,14,15,Unfurnished,1,3,16570699
Assam,Silchar,Silchar Central,Apartment,3,780,4,6,10,17,Unfurnished,2,3,10719349
Assam,Silchar,Silchar Central,Apartment,3,1430,4,0,9,0,Furnished,2,3,19490391
Assam,Silchar,Silchar Central,Apartment,1,850,2,4,4,9,Unfurnished,0,2,11522046
Assam,Silchar,Silchar Central,Apartment,3,1300,2,8,11,11,Semi-Furnished,0,1,17928016
Assam,Silchar,Silchar Central,Independent House,4,2170,4,6,6,7,Unfurnished,1,0,32735068
Assam,Silchar,Silchar Central,Apartment,2,1590,3,3,12,19,Semi-Furnished,0,0,20852252
Assam,Silchar,Silchar Central,Apartment,4,1460,4,13,19,22,Semi-Furnished,0,0,22114483
Assam,Silchar,Silchar Central,Independent House,2,2570,1,4,19,23,Semi-Furnished,2,3,30697932
Assam,Silchar,Silchar Central,Apartment,2,1720,2,1,20,24,Semi-Furnished,0,0,18760031
Assam,Silchar,Silchar Central,Apartment,1,2780,1,4,10,13,Furnished,0,0,35781674
Assam,Jorhat,Jorhat Central,Apartment,4,1880,3,11,11,1,Furnished,2,3,26550285
Assam,Jorhat,Jorhat Central,Apartment,5,1880,5,6,18,18,Unfurnished,2,1,24084649
Assam,Jorhat,Jorhat Central,Apartment,5,3130,4,6,8,5,Unfurnished,1,0,41907054
Assam,Jorhat,Jorhat Central,Apartment,3,1030,4,6,7,13,Semi-Furnished,0,2,12084413
Assam,Jorhat,Jorhat Central,Apartment,4,1500,5,0,19,2,Unfurnished,1,1,22704295
Assam,Jorhat,Jorhat Central,Apartment,3,1860,2,5,5,14,Semi-Furnished,0,3,22523609
Assam,Jorhat,Jorhat Central,Independent House,2,2150,3,7,7,3,Furnished,1,0,29033925
Assam,Jorhat,Jorhat Central,Apartment,5,1960,4,1,19,20,Unfurnished,1,1,25374875
Assam,Jorhat,Jorhat Central,Apartment,5,830,4,5,6,19,Unfurnished,0,0,11196403
Assam,Jorhat,Jorhat Central,Apartment,3,1570,3,9,9,25,Unfurnished,0,0,19799252
Assam,Jorhat,Jorhat Central,Apartment,3,3170,4,14,14,9,Semi-Furnished,0,3,42485236
Assam,Jorhat,Jorhat Central,Apartment,4,2780,5,11,17,12,Semi-Furnished,2,1,33682397
Assam,Jorhat,Jorhat Central,Independent House,3,800,4,4,14,24,Unfurnished,0,0,9603062
Assam,Jorhat,Jorhat Central,Independent House,4,2660,4,12,12,20,Unfurnished,2,1,36782464
Assam,Jorhat,Jorhat Central,Apartment,4,1730,3,0,18,12,Semi-Furnished,0,1,23799322
Assam,Jorhat,Jorhat Central,Apartment,5,1670,4,7,7,19,Semi-Furnished,1,2,23145688
Assam,Jorhat,Jorhat Central,Apartment,4,1480,4,15,15,15,Furnished,2,3,18756681
Assam,Jorhat,Jorhat Central,Apartment,3,3110,4,8,8,15,Semi-Furnished,0,3,45914674
Assam,Tezpur,Tezpur Central,Apartment,2,1240,3,6,15,4,Semi-Furnished,0,0,13046836
Assam,Tezpur,Tezpur Central,Apartment,1,2710,1,1,14,0,Unfurnished,1,0,27363681
Assam,Tezpur,Tezpur Central,Apartment,2,2920,1,5,15,6,Semi-Furnished,1,1,32227540
Assam,Tezpur,Tezpur Central,Apartment,4,820,5,4,10,18,Furnished,2,3,11438731
Assam,Tezpur,Tezpur Central,Villa,5,850,5,5,8,15,Semi-Furnished,2,1,10995741
Assam,Tezpur,Tezpur Central,Apartment,2,1050,3,9,9,14,Semi-Furnished,1,0,11447356
Assam,Tezpur,Tezpur Central,Apartment,1,1440,1,14,15,15,Furnished,1,3,15493084
Assam,Tezpur,Tezpur Central,Apartment,5,1390,5,13,13,24,Unfurnished,1,1,17191611
Assam,Tezpur,Tezpur Central,Apartment,4,1570,3,5,8,4,Semi-Furnished,0,1,18741570
Assam,Tezpur,Tezpur Central,Apartment,5,2590,5,4,11,0,Furnished,0,3,36511486
Assam,Tezpur,Tezpur Central,Independent House,2,700,2,12,12,18,Furnished,0,0,7046001
Assam,Tezpur,Tezpur Central,Apartment,1,880,2,13,18,18,Semi-Furnished,1,2,8614669
Assam,Tezpur,Tezpur Central,Independent House,3,2550,4,1,12,15,Unfurnished,2,0,38042846
Assam,Tezpur,Tezpur Central,Apartment,4,2260,4,11,15,12,Semi-Furnished,0,0,24520617
Assam,Tezpur,Tezpur Central,Apartment,3,2900,4,3,20,18,Unfurnished,0,2,28216111
Assam,Tezpur,Tezpur Central,Apartment,2,1360,1,9,9,15,Semi-Furnished,2,0,17624157
Assam,Tezpur,Tezpur Central,Apartment,5,3060,5,13,13,8,Semi-Furnished,0,1,41471981
Assam,Tezpur,Tezpur Central,Independent House,3,1690,3,13,13,7,Furnished,1,1,20100401
Assam,Nagaon,Nagaon Central,Apartment,4,1480,3,13,13,3,Semi-Furnished,1,3,22516195
Assam,Nagaon,Nagaon Central,Apartment,5,720,5,6,20,0,Unfurnished,0,0,13310441
Assam,Nagaon,Nagaon Central,Apartment,1,2070,1,5,17,10,Semi-Furnished,0,0,28007897
Assam,Nagaon,Nagaon Central,Apartment,1,2370,2,10,10,5,Semi-Furnished,0,0,35164153
Assam,Nagaon,Nagaon Central,Independent House,3,2470,2,15,18,24,Unfurnished,2,3,30374505
Assam,Nagaon,Nagaon Central,Independent House,2,610,1,7,11,23,Unfurnished,2,1,7282559
Assam,Nagaon,Nagaon Central,Villa,5,1840,5,9,17,0,Unfurnished,2,0,33792956
Assam,Nagaon,Nagaon Central,Independent House,1,2890,1,13,13,2,Unfurnished,0,1,36867350
Assam,Nagaon,Nagaon Central,Apartment,2,1770,1,13,13,11,Unfurnished,0,0,17179847
Assam,Nagaon,Nagaon Central,Independent House,2,2140,1,1,5,14,Furnished,1,0,27909617
Assam,Nagaon,Nagaon Central,Villa,1,670,2,5,15,7,Unfurnished,0,0,10776788
Assam,Nagaon,Nagaon Central,Apartment,2,2550,2,3,20,21,Semi-Furnished,2,1,29882962
Assam,Nagaon,Nagaon Central,Apartment,3,870,3,11,16,10,Semi-Furnished,1,3,10242272
Assam,Nagaon,Nagaon Central,Apartment,2,1200,2,8,19,13,Semi-Furnished,1,2,13879242
Assam,Nagaon,Nagaon Central,Apartment,3,1650,3,6,6,5,Unfurnished,2,2,20577543
Assam,Nagaon,Nagaon Central,Apartment,5,3010,4,13,13,19,Semi-Furnished,0,3,30272889
Assam,Nagaon,Nagaon Central,Independent House,1,730,2,0,17,1,Semi-Furnished,2,2,7881199
Assam,Nagaon,Nagaon Central,Villa,3,1400,4,3,14,23,Semi-Furnished,1,1,19270935
Bihar,Patna,Patna Central,Apartment,2,3190,1,5,10,12,Semi-Furnished,2,2,34461695
Bihar,Patna,Patna Central,Apartment,3,1620,3,9,15,22,Semi-Furnished,0,2,16933971
Bihar,Patna,Patna Central,Apartment,4,2200,4,1,6,24,Unfurnished,2,2,18519771
Bihar,Patna,Patna Central,Apartment,3,2350,2,0,15,8,Unfurnished,2,3,32895115
Bihar,Patna,Patna Central,Apartment,5,2110,5,0,15,7,Furnished,1,2,32489069
Bihar,Patna,Patna Central,Apartment,2,680,1,14,19,20,Semi-Furnished,1,2,9155250
Bihar,Patna,Patna Central,Independent House,5,830,5,13,16,5,Semi-Furnished,2,3,9570519
Bihar,Patna,Patna Central,Villa,1,1610,1,10,11,5,Furnished,2,2,20987568
Bihar,Patna,Patna Central,Apartment,4,2720,4,12,20,17,Semi-Furnished,1,3,30755425
Bihar,Patna,Patna Central,Villa,5,690,5,12,13,15,Semi-Furnished,2,1,8525908
Bihar,Patna,Patna Central,Apartment,5,860,4,5,5,6,Furnished,0,0,10259230
Bihar,Patna,Patna Central,Apartment,5,1120,4,12,13,9,Semi-Furnished,0,3,13689442
Bihar,Patna,Patna Central,Independent House,5,2970,5,8,13,1,Semi-Furnished,1,2,42961310
Bihar,Patna,Patna Central,Apartment,3,590,4,2,8,0,Semi-Furnished,0,0,7214468
Bihar,Patna,Patna Central,Apartment,2,1890,2,2,11,0,Unfurnished,2,1,24791061
Bihar,Patna,Patna Central,Apartment,3,1000,2,3,10,16,Semi-Furnished,0,2,8605455
Bihar,Patna,Patna Central,Apartment,2,1300,3,4,10,14,Unfurnished,2,0,16863420
Bihar,Patna,Patna Central,Apartment,4,2340,5,5,8,3,Semi-Furnished,1,0,35841246
Bihar,Gaya,Gaya Central,Apartment,3,2280,4,10,16,2,Semi-Furnished,1,3,27930520
Bihar,Gaya,Gaya Central,Independent House,1,2190,2,2,19,6,Unfurnished,1,0,17863653
Bihar,Gaya,Gaya Central,Apartment,2,750,1,13,13,18,Semi-Furnished,0,0,8802231
Bihar,Gaya,Gaya Central,Independent House,1,1610,2,13,13,22,Semi-Furnished,2,1,13973665
Bihar,Gaya,Gaya Central,Villa,3,780,3,6,9,9,Furnished,2,2,10133515
Bihar,Gaya,Gaya Central,Apartment,4,2540,3,12,12,12,Semi-Furnished,2,2,23293951
Bihar,Gaya,Gaya Central,Apartment,2,2900,3,1,6,23,Semi-Furnished,0,1,32208980
Bihar,Gaya,Gaya Central,Villa,2,2830,3,14,20,14,Furnished,1,0,35991464
Bihar,Gaya,Gaya Central,Apartment,5,2060,5,0,6,3,Semi-Furnished,2,0,27372484
Bihar,Gaya,Gaya Central,Independent House,3,1860,4,2,9,21,Semi-Furnished,0,1,22776246
Bihar,Gaya,Gaya Central,Independent House,2,2730,1,15,15,9,Semi-Furnished,0,3,32757620
Bihar,Gaya,Gaya Central,Independent House,5,2880,5,2,17,8,Semi-Furnished,0,3,36858319
Bihar,Gaya,Gaya Central,Apartment,2,2700,3,3,8,10,Furnished,1,2,32413622
Bihar,Gaya,Gaya Central,Apartment,4,1140,5,9,9,8,Semi-Furnished,0,1,11713739
Bihar,Gaya,Gaya Central,Apartment,2,2920,1,4,13,15,Semi-Furnished,1,1,29077783
Bihar,Gaya,Gaya Central,Apartment,3,1800,3,12,17,8,Semi-Furnished,2,2,18528698
Bihar,Gaya,Gaya Central,Apartment,4,2670,5,10,10,15,Semi-Furnished,2,2,35636394
Bihar,Gaya,Gaya Central,Apartment,4,2320,3,6,8,4,Furnished,0,3,31240400
Bihar,Muzaffarpur,Muzaffarpur Central,Independent House,3,2860,2,15,15,4,Unfurnished,2,3,29641684
Bihar,Muzaffarpur,Muzaffarpur Central,Independent House,4,1960,4,0,10,0,Semi-Furnished,1,3,27626611
Bihar,Muzaffarpur,Muzaffarpur Central,Villa,2,1000,2,4,5,14,Unfurnished,2,0,12637112
Bihar,Muzaffarpur,Muzaffarpur Central,Villa,5,1150,5,6,12,8,Unfurnished,1,2,15232136
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,2,1490,2,13,16,17,Semi-Furnished,0,0,14344480
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,3,2910,2,0,7,23,Semi-Furnished,1,1,31693495
Bihar,Muzaffarpur,Muzaffarpur Central,Independent House,4,1030,4,15,15,1,Semi-Furnished,0,3,13871701
Bihar,Muzaffarpur,Muzaffarpur Central,Independent House,2,2570,2,12,12,22,Unfurnished,2,1,24678483
Bihar,Muzaffarpur,Muzaffarpur Central,Independent House,5,1140,5,9,18,0,Unfurnished,1,3,16279046
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,3,2400,4,12,19,13,Semi-Furnished,1,0,22340465
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,1,740,2,0,17,15,Semi-Furnished,2,3,7478226
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,2,2660,3,9,9,5,Semi-Furnished,1,2,28564007
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,1,1230,1,1,13,13,Unfurnished,0,1,9585822
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,4,2380,5,7,8,6,Furnished,1,3,23231230
Bihar,Muzaffarpur,Muzaffarpur Central,Independent House,3,2510,4,8,13,5,Semi-Furnished,2,1,24707935
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,4,2590,5,7,12,8,Unfurnished,1,0,23266753
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,4,1420,5,0,1,14,Unfurnished,0,3,13830514
Bihar,Muzaffarpur,Muzaffarpur Central,Apartment,3,650,2,12,12,11,Unfurnished,0,1,7580483
Bihar,Bhagalpur,Bhagalpur Central,Apartment,4,1310,5,15,20,17,Furnished,2,2,18749881
Bihar,Bhagalpur,Bhagalpur Central,Independent House,2,1130,3,13,13,21,Unfurnished,1,1,14949278
Bihar,Bhagalpur,Bhagalpur Central,Independent House,4,2360,4,8,8,9,Unfurnished,1,0,29625459
Bihar,Bhagalpur,Bhagalpur Central,Apartment,2,1690,2,5,12,14,Unfurnished,2,0,21513395
Bihar,Bhagalpur,Bhagalpur Central,Apartment,1,2580,1,4,17,18,Semi-Furnished,1,1,29380320
Bihar,Bhagalpur,Bhagalpur Central,Apartment,2,3040,2,0,10,12,Semi-Furnished,2,1,36112747
Bihar,Bhagalpur,Bhagalpur Central,Apartment,2,1390,1,13,13,13,Unfurnished,1,2,15233248
Bihar,Bhagalpur,Bhagalpur Central,Apartment,2,640,2,6,6,19,Unfurnished,2,0,7061695
Bihar,Bhagalpur,Bhagalpur Central,Apartment,1,1270,1,1,4,3,Unfurnished,0,0,16962046
Bihar,Bhagalpur,Bhagalpur Central,Apartment,2,1420,2,7,19,12,Unfurnished,1,0,17425515
Bihar,Bhagalpur,Bhagalpur Central,Apartment,1,930,2,8,20,22,Semi-Furnished,2,0,11805991
Bihar,Bhagalpur,Bhagalpur Central,Apartment,3,1090,3,6,19,22,Semi-Furnished,0,0,15279362
Bihar,Bhagalpur,Bhagalpur Central,Villa,3,1550,3,6,19,17,Unfurnished,1,2,17870621
Bihar,Bhagalpur,Bhagalpur Central,Independent House,5,940,5,5,5,13,Semi-Furnished,2,0,14842846
Bihar,Bhagalpur,Bhagalpur Central,Villa,5,640,5,13,13,7,Unfurnished,0,2,8307992
Bihar,Bhagalpur,Bhagalpur Central,Apartment,1,2110,2,5,14,6,Semi-Furnished,1,2,27044652
Bihar,Bhagalpur,Bhagalpur Central,Independent House,5,2040,5,11,11,18,Semi-Furnished,2,0,21021920
Bihar,Bhagalpur,Bhagalpur Central,Apartment,4,570,5,15,15,4,Furnished,1,1,7987807
Bihar,Darbhanga,Darbhanga Central,Villa,1,1400,2,14,14,14,Furnished,0,3,13736801
Bihar,Darbhanga,Darbhanga Central,Apartment,3,2970,3,8,8,20,Unfurnished,0,0,26267998
Bihar,Darbhanga,Darbhanga Central,Apartment,1,2660,2,1,6,17,Semi-Furnished,2,2,25717103
Bihar,Darbhanga,Darbhanga Central,Apartment,5,1300,5,3,14,4,Semi-Furnished,0,0,16553370
Bihar,Darbhanga,Darbhanga Central,Independent House,5,1890,5,3,15,10,Semi-Furnished,1,3,15114446
Bihar,Darbhanga,Darbhanga Central,Apartment,5,1280,4,11,11,19,Unfurnished,1,0,12302452
Bihar,Darbhanga,Darbhanga Central,Independent House,5,970,5,2,7,5,Furnished,2,2,11177776
Bihar,Darbhanga,Darbhanga Central,Apartment,1,1800,1,12,12,21,Furnished,1,3,14131115
Bihar,Darbhanga,Darbhanga Central,Apartment,3,1190,4,10,12,7,Semi-Furnished,1,0,13930062
Bihar,Darbhanga,Darbhanga Central,Independent House,4,2540,3,7,14,6,Semi-Furnished,1,1,29429857
Bihar,Darbhanga,Darbhanga Central,Apartment,4,3060,3,6,8,6,Unfurnished,1,2,24284630
Bihar,Darbhanga,Darbhanga Central,Apartment,1,2060,1,13,18,4,Unfurnished,0,2,19296140
Bihar,Darbhanga,Darbhanga Central,Apartment,3,2640,2,2,20,9,Unfurnished,0,2,33075162
Bihar,Darbhanga,Darbhanga Central,Independent House,5,560,4,3,19,7,Semi-Furnished,2,3,6431689
Bihar,Darbhanga,Darbhanga Central,Apartment,2,2530,3,10,19,5,Semi-Furnished,2,0,24534525
Bihar,Darbhanga,Darbhanga Central,Independent House,3,800,3,13,13,21,Semi-Furnished,1,2,7819072
Bihar,Darbhanga,Darbhanga Central,Apartment,5,1120,4,2,5,13,Semi-Furnished,0,3,15555362
Bihar,Darbhanga,Darbhanga Central,Apartment,1,1730,1,1,9,23,Semi-Furnished,0,0,16994558
Bihar,Purnia,Purnia Central,Independent House,1,2710,2,10,10,14,Furnished,0,2,33887089
Bihar,Purnia,Purnia Central,Apartment,4,1250,3,4,16,6,Semi-Furnished,2,3,17899704
Bihar,Purnia,Purnia Central,Apartment,5,1090,5,6,18,12,Furnished,0,3,10679158
Bihar,Purnia,Purnia Central,Apartment,2,3100,2,5,8,3,Unfurnished,1,1,34878561
Bihar,Purnia,Purnia Central,Villa,5,3070,4,4,13,5,Semi-Furnished,0,2,36633449
Bihar,Purnia,Purnia Central,Villa,4,2260,3,10,10,11,Semi-Furnished,1,2,29749005
Bihar,Purnia,Purnia Central,Apartment,1,1740,1,12,12,12,Semi-Furnished,2,1,20591601
Bihar,Purnia,Purnia Central,Apartment,5,1430,4,10,10,20,Unfurnished,0,2,17886756
Bihar,Purnia,Purnia Central,Apartment,4,2370,5,8,8,19,Furnished,2,0,33051530
Bihar,Purnia,Purnia Central,Apartment,3,2560,4,0,8,14,Semi-Furnished,0,1,32305654
Bihar,Purnia,Purnia Central,Independent House,3,3190,2,0,15,1,Semi-Furnished,0,2,46227234
Bihar,Purnia,Purnia Central,Apartment,2,1030,1,12,12,8,Semi-Furnished,1,0,10548438
Bihar,Purnia,Purnia Central,Villa,1,730,1,12,20,22,Semi-Furnished,0,3,8500403
Bihar,Purnia,Purnia Central,Independent House,1,2440,1,1,4,2,Unfurnished,1,0,24522727
Bihar,Purnia,Purnia Central,Independent House,2,3160,3,7,14,17,Furnished,1,0,39428590
Bihar,Purnia,Purnia Central,Apartment,4,1510,3,12,12,18,Furnished,2,1,16710651
Bihar,Purnia,Purnia Central,Independent House,1,700,1,2,3,25,Furnished,1,1,6825035
Bihar,Purnia,Purnia Central,Independent House,4,620,4,12,12,6,Semi-Furnished,0,2,8458053
Chhattisgarh,Raipur,Raipur Central,Independent House,3,950,4,13,19,14,Furnished,2,2,5865434
Chhattisgarh,Raipur,Raipur Central,Apartment,5,1650,4,15,15,2,Unfurnished,1,1,13316770
Chhattisgarh,Raipur,Raipur Central,Apartment,5,2640,5,4,8,25,Semi-Furnished,1,0,16653436
Chhattisgarh,Raipur,Raipur Central,Independent House,1,1420,1,4,14,21,Semi-Furnished,0,0,6598412
Chhattisgarh,Raipur,Raipur Central,Independent House,5,2340,4,2,9,12,Semi-Furnished,0,0,15195186
Chhattisgarh,Raipur,Raipur Central,Apartment,2,810,1,3,6,13,Furnished,0,1,3968779
Chhattisgarh,Raipur,Raipur Central,Villa,4,2930,4,2,3,24,Unfurnished,2,2,20351296
Chhattisgarh,Raipur,Raipur Central,Apartment,2,2670,3,8,12,15,Furnished,1,1,14988199
Chhattisgarh,Raipur,Raipur Central,Apartment,4,640,5,4,12,7,Semi-Furnished,0,0,3466791
Chhattisgarh,Raipur,Raipur Central,Apartment,1,2390,1,1,5,7,Semi-Furnished,1,0,12389258
Chhattisgarh,Raipur,Raipur Central,Villa,2,3070,1,2,13,8,Semi-Furnished,2,2,18182695
Chhattisgarh,Raipur,Raipur Central,Apartment,3,2720,3,15,15,4,Semi-Furnished,1,2,17736030
Chhattisgarh,Raipur,Raipur Central,Apartment,1,1280,1,0,13,2,Semi-Furnished,0,1,6011930
Chhattisgarh,Raipur,Raipur Central,Independent House,1,1690,1,8,10,12,Semi-Furnished,0,1,9710276
Chhattisgarh,Raipur,Raipur Central,Apartment,2,2550,2,2,19,24,Unfurnished,1,1,12187533
Chhattisgarh,Raipur,Raipur Central,Apartment,5,3190,5,3,3,2,Unfurnished,1,2,19881209
Chhattisgarh,Raipur,Raipur Central,Apartment,1,3020,2,6,6,20,Semi-Furnished,1,0,11830883
Chhattisgarh,Raipur,Raipur Central,Apartment,5,810,4,15,15,2,Unfurnished,2,2,5209207
Chhattisgarh,Bhilai,Bhilai Central,Apartment,3,2150,4,14,14,5,Furnished,1,0,19027786
Chhattisgarh,Bhilai,Bhilai Central,Apartment,3,1270,2,2,8,18,Semi-Furnished,1,2,9449307
Chhattisgarh,Bhilai,Bhilai Central,Apartment,5,1320,5,5,5,23,Furnished,0,0,10537845
Chhattisgarh,Bhilai,Bhilai Central,Apartment,3,2330,4,5,8,21,Semi-Furnished,2,0,12936389
Chhattisgarh,Bhilai,Bhilai Central,Apartment,5,650,4,9,12,0,Semi-Furnished,2,1,6429093
Chhattisgarh,Bhilai,Bhilai Central,Apartment,1,2310,1,13,13,22,Semi-Furnished,0,1,13768340
Chhattisgarh,Bhilai,Bhilai Central,Apartment,3,2380,3,0,18,8,Semi-Furnished,1,0,19934956
Chhattisgarh,Bhilai,Bhilai Central,Apartment,1,980,1,10,19,9,Unfurnished,1,1,7470506
Chhattisgarh,Bhilai,Bhilai Central,Villa,1,1310,2,8,8,3,Semi-Furnished,1,2,9699359
Chhattisgarh,Bhilai,Bhilai Central,Apartment,5,3050,5,6,14,13,Unfurnished,0,3,25334210
Chhattisgarh,Bhilai,Bhilai Central,Apartment,2,2510,3,1,14,22,Unfurnished,1,2,18431758
Chhattisgarh,Bhilai,Bhilai Central,Villa,3,2760,3,13,17,11,Furnished,1,2,23128078
Chhattisgarh,Bhilai,Bhilai Central,Independent House,5,1890,4,8,11,18,Unfurnished,1,0,16496947
Chhattisgarh,Bhilai,Bhilai Central,Independent House,4,1160,4,1,18,11,Unfurnished,0,3,7750714
Chhattisgarh,Bhilai,Bhilai Central,Apartment,2,2290,2,10,10,2,Semi-Furnished,2,3,18319566
Chhattisgarh,Bhilai,Bhilai Central,Apartment,3,2720,3,7,7,18,Furnished,2,0,18722909
Chhattisgarh,Bhilai,Bhilai Central,Apartment,5,1420,4,5,6,11,Semi-Furnished,2,0,12864667
Chhattisgarh,Bhilai,Bhilai Central,Apartment,5,1510,5,11,16,2,Semi-Furnished,0,1,11042384
Chhattisgarh,Bilaspur,Bilaspur Central,Apartment,1,2380,1,2,20,21,Unfurnished,1,3,10464480
Chhattisgarh,Bilaspur,Bilaspur Central,Independent House,1,2940,1,7,16,0,Semi-Furnished,1,0,18287638
Chhattisgarh,Bilaspur,Bilaspur Central,Apartment,4,2540,5,7,7,2,Semi-Furnished,2,3,16490566
Chhattisgarh,Bilaspur,Bilaspur Central,Apartment,3,1730,3,11,11,20,Semi-Furnished,2,3,9630292
Chhattisgarh,Bilaspur,Bilaspur Central,Apartment,1,3020,1,1,17,7,Semi-Furnished,2,2,18361015
Chhattisgarh,Bilaspur,Bilaspur Central,Independent House,1,2530,2,9,10,5,Unfurnished,0,2,14332769
Chhattisgarh,Bilaspur,Bilaspur Central,Apartment,5,2810,5,3,15,13,Furnished,2,3,20319752
Chhattisgarh,Bilaspur,Bilaspur Central,Apartment,3,2810,3,9,13,23,Unfurnished,2,2,14341462
Chhattisgarh,Bilaspur,Bilaspur Central,Independent House,4,1860,5,8,20,11,Unfurnished,1,2,10170890
Chhattisgarh,Bilaspur,Bilaspur Central,Independent House,2,3120,3,13,13,11,Semi-Furnished,0,2,18543023
